# Result of running $M_\text{binaryunary}$ \\ on words in the form $1^n$ \\ for 1 trial
n,num_steps
0,0
1,18
2,64
3,194
4,580
5,1798
6,5896
7,20490
8,74764
9,282638
10,1093648
11,4292626
12,16990228
13,67567638
14,269418520
15,1075839002
16,4299423772
